Prompt,Image Path,Category,Style,Time
"A sorcerer summoning a storm, with lightning crackling around them and dark clouds swirling overhead.",./output_files/images/image_405.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Illustration,9
A wizard casting a spell with swirling colors and sparkling lights emanating from his hands.,./output_files/images/image_406.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch Color,9
"A wizard casting a spell with a crystal ball in hand, surrounded by swirling mystical energy.",./output_files/images/image_407.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch B/W,9.6
"A wizard casting a spell with a wand, surrounded by glowing orbs and mystical symbols.",./output_files/images/image_408.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch B/W,9
"A young wizard practicing spells in a dimly lit forest, surrounded by glowing orbs of magic.",./output_files/images/image_409.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch B/W,9.6
A wizard conjuring a storm of swirling colors with a magical staff in a mystical forest.,./output_files/images/image_410.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Raytraced,9.6
"A sorceress brewing a potion in a mystical forest, surrounded by swirling magic orbs.",./output_files/images/image_411.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",3D Render,8.4
"A wizard's library filled with glowing spell books and mystical artifacts, bathed in an ethereal light.",./output_files/images/image_412.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Environment,9.6
"A sorceress casting a spell of invisibility, surrounded by shimmering energy as she disappears from view.",./output_files/images/image_413.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch B/W,9.6
"A powerful wizard casting a spell in a mystical forest, surrounded by glowing orbs of light.",./output_files/images/image_414.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Dynamic,9.6
"A wizard casting a spell with glowing orbs surrounding him, creating a mystical aura.",./output_files/images/image_415.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch Color,8.4
"A magical amulet glowing with ancient symbols, radiating a powerful aura of protection and enchantment.",./output_files/images/image_416.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Creative,9
"A wizard's tower hidden deep within a mystical forest, surrounded by glowing fireflies and enchanted trees.",./output_files/images/image_417.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Creative,9.6
A wizard casting a spell with a glowing staff in a dark forest.,./output_files/images/image_418.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch Color,7.8
"A powerful wizard conjuring a storm of lightning bolts in a dark, mystical forest.",./output_files/images/image_419.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Raytraced,8.4
"A wizard conjuring a storm with a staff in hand, lightning crackling overhead.",./output_files/images/image_420.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Creative,7.8
A wizard conjuring a storm with swirling clouds and lightning bolts in a dark forest.,./output_files/images/image_421.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Dynamic,9
A wizard casting spells with a glowing crystal orb in a dimly lit chamber.,./output_files/images/image_422.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch Color,8.4
A wizard casting a spell with a glowing staff in a mystical forest at dusk.,./output_files/images/image_423.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Raytraced,9
"A powerful wizard casting a spell under a full moon, surrounded by swirling magical energy.",./output_files/images/image_424.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch Color,9
A wizard casting a spell with a glowing staff in a dark forest.,./output_files/images/image_425.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch Color,7.8
A wizard casting a spell with a glowing staff in a misty forest clearing.,./output_files/images/image_426.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Photography,8.4
A wizard casting a spell with glowing orbs floating around him in a mystical forest.,./output_files/images/image_427.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Raytraced,9
"A powerful wizard casting a spell under a starlit sky, surrounded by swirling magical energy.",./output_files/images/image_428.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Illustration,9
A powerful wizard casting a spell with glowing orbs surrounding him in a mystical forest.,./output_files/images/image_429.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",3D Render,9
"A powerful wizard conjuring a storm of lightning bolts, with crackling energy illuminating the dark sky.",./output_files/images/image_430.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Raytraced,9.6
"Capture a sorceress weaving intricate spells with her hands, creating a shimmering web of magical energy.",./output_files/images/image_431.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Photography,9.6
"A powerful wizard casting a spell with glowing runes, surrounded by swirling magical energy.",./output_files/images/image_432.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",3D Render,8.4
A young wizard apprentice stumbles upon a hidden chamber filled with ancient spellbooks and enchanted crystals.,./output_files/images/image_433.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Anime,9.6
A wizard casting a spell with a crystal ball glowing in the background.,./output_files/images/image_434.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Creative,7.8
"A wizard casting a spell with glowing runes surrounding him, creating a vortex of magical energy.",./output_files/images/image_435.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Raytraced,9.6
"A wizard casting a spell with swirling energy, surrounded by ancient tomes and mystical artifacts.",./output_files/images/image_436.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch B/W,9
A powerful wizard casting a spell with swirling magical energy in a forest clearing.,./output_files/images/image_437.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Illustration,8.4
"A wizard conjuring a storm with a staff, lightning crackling in the background.",./output_files/images/image_438.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",General,7.8
A powerful sorcerer conjuring a storm with swirling clouds and lightning bolts in the background.,./output_files/images/image_439.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Anime,9
A wizard casting a spell with a wand made of dragon bone under a full moon.,./output_files/images/image_440.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch B/W,9.6
A wizard conjuring a storm with a crystal wand in a dark forest.,./output_files/images/image_441.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Creative,7.8
"A wizard casting a spell with an enchanted staff in hand, surrounded by swirling magical energy.",./output_files/images/image_442.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Sketch B/W,9.6
"A magical potion bubbling in a cauldron, with mystical ingredients scattered around a cluttered alchemist's laboratory.",./output_files/images/image_443.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Illustration,9.6
"A powerful wizard conjuring a storm with crackling lightning bolts in a dark, ominous sky.",./output_files/images/image_444.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Dynamic,9
A wizard conjuring a storm with swirling clouds and lightning bolts crackling in the sky.,./output_files/images/image_445.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Raytraced,9
"A magical amulet glowing with a faint ethereal light, adorned with intricate runes and gemstones.",./output_files/images/image_446.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Dynamic,9
"A wizard's study filled with ancient spellbooks and glowing crystals, casting a mystical glow.",./output_files/images/image_447.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Environment,8.4
"A mysterious wizard casting spells in a dark forest, surrounded by glowing orbs of light.",./output_files/images/image_448.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Dynamic,9
"A powerful wizard conjuring a storm, lightning crackling from his fingertips, clouds swirling ominously above him.",./output_files/images/image_449.jpg,"Magic and Sorcery - Includes magical objects, wizards, sorcerers, etc.",Environment,9.6
"A weathered stone tablet covered in ancient hieroglyphics, illuminated by a beam of sunlight.",./output_files/images/image_450.jpg,"Ancient Relics - Includes mystical artifacts, ancient relics, etc.",Photography,8.4
"A glowing crystal orb, emitting a soft, ethereal light, nestled among ancient ruins.",./output_files/images/image_451.jpg,"Ancient Relics - Includes mystical artifacts, ancient relics, etc.",Dynamic,7.8
"A dusty tome lies open on a stone pedestal, emanating a soft, eerie glow.",./output_files/images/image_452.jpg,"Ancient Relics - Includes mystical artifacts, ancient relics, etc.",General,8.4
"A dusty tome of forgotten spells lies open on a stone altar, illuminated by flickering torchlight.",./output_files/images/image_453.jpg,"Ancient Relics - Includes mystical artifacts, ancient relics, etc.",Photography,9.6
"A mysterious amulet glows with ancient runes, hidden deep within a dark cave.",./output_files/images/image_454.jpg,"Ancient Relics - Includes mystical artifacts, ancient relics, etc.",Environment,7.8
"A mysterious amulet engraved with ancient runes, emitting a faint glow in a dimly lit chamber.",./output_files/images/image_455.jpg,"Ancient Relics - Includes mystical artifacts, ancient relics, etc.",Sketch B/W,9.6
"A mystical amulet glowing with ancient power, surrounded by flickering torches in a hidden temple.",./output_files/images/image_456.jpg,"Ancient Relics - Includes mystical artifacts, ancient relics, etc.",Dynamic,9
"A golden amulet inscribed with ancient runes rests on a velvet pillow, surrounded by flickering candlelight.",./output_files/images/image_457.jpg,"Ancient Relics - Includes mystical artifacts, ancient relics, etc.",General,9.6
